oshpd_id9,OSHPD_ID,COUNTY,FACILITY_NAME,ADDRESS,CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,teach_rural,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,TOC_Acute,TOC_SN_IC,TOC_Psych,TOC_Chem_Dep,TOC_Rehab,TOC_Unknown,Sex_Male,Sex_Female,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_nhpi,racegrp_black,racegrp_white,racegrp_unknown,racegrp_other,racegrp_multirace,Admt_Non_HCF,Admt_Clinic_Dr,Admt_Hosp_Dif,Admt_SNF_ICF_ALF,Admt_Another_HCF,Admt_DistinctPartXfer,Admt_Amb_Surgery,Admt_HospiceFacility,Admt_Court_LE,Admt_NA,Admt_Newborn,admt_disaster_care_site,Route_Your_ER,Route_Another_ER,Route_No_ER,Route_NA,dsch_days,Adm_Emergency,Adm_Urgent,Adm_Elective,Adm_Newborn,Adm_Trauma,Adm_NA,disp_Routine,disp_Acute_Care,disp_Rehab,disp_SN_IC_Care,disp_Residential_Care,disp_Prison_Jail,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Disaster_Care_Site,disp_Childrens_or_Cancer,disp_Hospice_Care,disp_Psychiatric_Care,disp_CAH,disp_Not_Defined_Elsewhere,disp_Other,disp_Invalid_Blank,DNR_Yes,DNR_No,DNR_Unknown,Payer_Self_Pay_or_Uninsured,Payer_Other_Government,Payer_Private_Health_Insurance,Payer_Medicare,Payer_All_Other_Payers,Payer_MediCal,Payer_Other_Unknown,dx_Infectious,dx_Neoplasms,dx_Diseases_of_the_Blood,dx_Endocrine,dx_MentalHealth,dx_Nervous_System,dx_Eye,dx_Ear,dx_Circulatory,dx_Respiratory,dx_Digestive,dx_Skin,dx_Musculoskeletal,dx_Genitourinary,dx_Pregnancy_Childbirth,dx_Certain_Perinatal_Conditions,dx_Congenital,dx_Symptoms_Signs_NEC,dx_Injury_Poisoning,dx_Factors_Influencing_Health,dx_Other_Unknown,PR_Diagnostic_Therapeutic,PR_Obstetrical,PR_Cardiovascular_System,PR_Digestive_System,PR_Ear,PR_Endocrine_System,PR_Eye,PR_Reproductive_System,PR_Hemic_Lymph_System,PR_Integumentary_System,PR_Musculoskeletal_System,PR_Nervous_System,PR_Nose_Mouth_Pharynx,PR_Respiratory_System,PR_Urinary_System,PR_None,PR_No_Group_Assigned,Zip_Unk_Inv_Bl,Zip_Homeless,Zip_Foreign,Zip_Out_of_State,Zip_CA_Resident,,,
106040937,040937,BUTTE,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,95966,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 1,District 3,Oroville/Palermo/Thermalito,Rural,11909,812,,,,,5928,6793,,487,162,722,1159,1274,1797,2896,2434,1790,,1143,11361,217,364,481,,401,10226,59,1138,52,11205,,10,148,18,813,134,,7,,386,,10012,,2709,,73910,683,10230,1422,386,,,8395,541,1,1335,59,47,1014,219,1018,,,77,15,,,,,403,12318,,148,351,1083,6006,39,5094,,3495,244,66,530,250,561,17,24,1577,465,1292,150,592,561,462,405,7,484,1466,73,,681,396,476,1289,27,29,3,169,21,320,640,41,63,532,147,7830,57,,420,3,84,12214,,,
106040962,040962,BUTTE,ENLOE HEALTH,1531 ESPLANADE,CHICO,95926,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 1,District 3,Chapmantown/Chico,Urban,18859,,259,,536,,9092,10562,,2248,241,1538,1823,1237,1761,3258,3844,3704,,3137,15622,895,238,403,38,346,14878,358,3143,250,15976,604,359,204,26,499,1,,1,25,1959,,13482,14,6158,,84636,13153,286,3888,1959,344,24,13280,302,486,2201,72,4,,479,2524,,,283,23,,,,,1940,17714,,86,65,5763,8449,54,5237,,1865,527,146,966,520,452,15,13,3002,1412,2080,299,530,1078,2123,2010,22,275,2101,218,,1336,1978,1769,2102,12,4,6,325,49,433,1088,194,130,400,477,9215,136,2,544,1,80,19027,,,
106044006,044006,BUTTE,BUTTE COUNTY MENTAL HEALTH SERVICES,592 RIO LINDO AVENUE,CHICO,95926,City or County,Small/Rural,1-49,District 1,District 3,Chapmantown/Chico,Urban,,,354,,,,164,190,,,,97,88,82,38,31,,,18,63,257,34,28,13,,17,240,22,34,,35,8,283,,1,,,,27,,,,,291,63,,3130,2,352,,,,,297,,1,,36,9,3,,,,,,1,5,2,,,,354,,27,,,72,,254,1,,,,,347,2,,,,,,,,,,,,3,,1,1,,,,,,,,,,,,,,,,354,,,73,,,281,,,
106050932,050932,CALAVERAS,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 4,District 8,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,Rural,915,1,,,,,430,486,,,,13,42,61,99,211,232,253,5,35,873,8,14,,,,864,17,21,,916,,,,,,,,,,,,866,,50,,2736,847,,69,,,,486,65,3,172,2,2,11,23,136,,,6,8,1,1,,,4,912,,,29,99,581,,201,6,113,13,5,40,41,20,1,1,130,132,146,43,54,67,,,,12,93,3,2,91,,54,102,,,,,2,27,93,2,1,8,,535,1,,8,,7,901,,,
106060870,060870,COLUSA,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,95932,Investor - Limited Liability Company,Small/Rural,1-49,District 1,District 4,Colusa,Rural,540,173,,,,,355,358,,,,14,55,53,128,160,141,161,1,170,543,,,21,,21,627,3,,41,424,,249,4,,36,,,,,,,390,161,162,,7040,85,626,2,,,,426,62,1,122,1,1,40,11,47,,,2,,,,,,101,612,,,,40,354,,308,11,176,9,8,66,27,17,,,98,86,60,38,26,49,,,,12,39,,2,577,,2,,,,,3,,8,2,,,42,7,70,2,,51,,4,658,,,
106070924,070924,CONTRA COSTA,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,94553,City or County,Small/Rural,150-199,District 9,District 15,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,7913,,915,,,,3576,5252,,1806,170,1496,1577,870,970,1013,558,368,,3984,4844,,22,863,86,1373,2120,154,3947,263,4623,665,630,10,2,1044,,,3,74,1777,,4114,,4714,,42901,3480,1918,1653,1777,,,7221,487,,2,386,54,306,31,5,,30,235,71,,,,,279,8549,,143,17,227,1412,,7026,3,435,152,52,337,1147,138,13,16,682,333,807,212,82,340,1916,1806,3,145,192,17,3,2201,1642,62,608,8,10,4,201,13,148,239,49,18,49,49,3447,80,,576,,16,8236,,,
106070934,070934,CONTRA COSTA,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,94509,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 9,District 15,Brentwood Central and West/Oakley,Urban,6791,,,,,,3110,3681,,488,58,383,673,598,858,1337,1295,1100,1,1684,4993,114,41,466,281,1410,3176,100,1193,124,6108,21,64,118,10,,1,1,,2,466,,5601,19,1171,,26216,1054,5009,259,466,,3,3612,310,6,778,61,1,219,210,1460,,,121,6,5,2,,,283,6508,,99,182,1483,2916,15,2096,,1318,100,105,374,103,147,1,12,1268,550,852,95,83,321,503,488,2,113,332,23,1,1031,466,832,768,1,2,,72,2,86,198,33,12,128,78,2931,151,5,238,13,36,6499,,,
106070988,070988,CONTRA COSTA,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,Non-profit Corporation (incl. Church-related),Small/Rural,500+,District 9,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,21989,,,,488,,9415,13062,,3585,490,1155,2908,1363,1533,2838,3863,4742,,3795,17820,862,47,2617,181,1447,13646,847,2731,961,15972,540,2112,850,3,34,9,1,2,20,2934,,12406,638,9433,,104554,12038,740,5560,2934,1186,19,11377,633,316,2954,68,14,186,577,5845,,36,361,91,,6,13,,1420,21057,,155,482,8209,9963,149,3519,,1734,1032,164,580,185,616,27,27,2350,1198,1920,327,1718,907,3126,3079,22,301,2951,213,,1037,2838,936,1884,14,31,13,754,149,598,2443,607,109,598,144,9979,343,55,198,3,148,22073,,,
106070990,070990,CONTRA COSTA,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 9,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,16065,,,,,,6486,9573,6,3361,174,832,2655,822,942,1576,2489,3214,,2297,13428,340,41,3160,106,927,9036,309,2216,270,10974,207,715,534,529,,1,1,2,45,3057,,8454,337,7274,,63181,1130,11065,806,3057,,7,10098,379,49,1722,4,,100,391,2946,,1,317,28,,7,23,,2150,13915,,99,60,8462,6514,11,919,,2123,358,127,417,153,223,15,10,1808,771,1427,204,183,523,3272,3154,8,233,964,92,,2610,3015,1145,1394,9,3,1,927,32,296,608,89,108,279,342,4857,350,3,42,,29,15991,,,
106071018,071018,CONTRA COSTA,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST STREET,CONCORD,94520,Non-profit Corporation (incl. Church-related),Small/Rural,200-299,District 9,District 15,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,11529,,,,,,5931,5597,1,,39,254,610,812,1497,2671,2942,2704,,2227,9227,75,46,1056,139,1313,6924,70,1825,156,10124,420,712,246,5,6,,,,16,,,8924,254,2351,,54208,8915,1050,1563,,,1,4802,360,40,1753,18,1,294,328,3716,,,151,55,2,5,4,,818,10711,,81,533,1496,6978,11,2430,,1562,499,102,939,187,279,10,18,2889,878,1432,247,421,949,14,,29,186,838,50,,629,,2027,1519,2,2,1,95,67,219,795,73,15,405,335,5049,296,8,301,,81,11139,,,
106074017,074017,CONTRA COSTA,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,94583,Investor - Corporation,Small/Rural,100-149,District 9,District 16,Alamo/Danville/Diablo/San Ramon,Urban,3662,,,,,,1637,2023,2,223,19,111,279,229,342,507,757,1195,,247,3280,135,19,681,32,156,2435,246,93,,3344,10,4,17,28,49,1,,,,209,,2769,5,888,,15282,1334,1704,414,209,,1,1976,66,13,527,21,,35,103,793,,4,118,5,,1,,,418,3240,4,,,1199,1969,250,228,16,482,77,38,154,56,119,1,13,545,268,503,56,338,163,215,216,2,49,309,58,,803,208,253,415,,1,,45,10,48,433,57,10,110,30,1129,110,1,2,,53,3606,,,
106074039,074039,CONTRA COSTA,JOHN MUIR BEHAVIORAL HEALTH CENTER,2740 GRANT STREET,CONCORD,94520,Non-profit Corporation (incl. Church-related),Small/Rural,50-99,District 9,District 15,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,,,3004,,,,1175,1829,,49,1554,372,327,223,193,208,70,,8,688,2289,27,14,216,25,281,1387,20,980,81,447,2,2555,,,,,,,,,,,2534,470,,17598,2664,336,4,,,,2637,45,5,5,1,1,291,,1,,,,12,,,6,,,3004,,22,328,1395,361,,898,,,,,,2996,1,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,3003,,2,122,,18,2862,,,
106074097,074097,CONTRA COSTA,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,94531,Non-profit Corporation (incl. Church-related),Small/Rural,150-199,District 9,District 15,Brentwood Central and West/Oakley,Urban,10967,,,,,,4433,6534,,1720,75,877,1432,656,1002,1734,1828,1640,3,2572,8292,103,38,1232,129,1882,4998,89,2426,173,8560,121,341,85,202,,,,,3,1655,,6614,44,4309,,37645,1011,7672,629,1655,,,6438,420,35,918,,1,93,257,2620,,,167,4,,5,9,,1096,9871,,137,21,4916,4581,14,1298,,1899,287,95,351,93,220,7,3,1384,501,1089,143,157,376,1808,1722,,174,603,54,1,1770,1660,466,1133,3,,1,559,24,196,464,67,39,242,249,3894,200,3,96,,26,10842,,,
106084001,084001,DEL NORTE,SUTTER COAST HOSPITAL,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 2,District 2,Crescent City/Gasquet/Klamath/Smith River,Rural,2169,,,,130,,1062,1237,,263,46,186,200,168,237,423,432,344,,265,1978,56,129,42,11,19,1865,36,140,57,1868,4,89,23,7,65,,,11,,232,,1579,5,715,,9382,524,1160,338,232,45,,1356,153,63,223,4,37,61,61,307,,1,32,1,,,,,215,2084,,36,188,319,988,,761,7,522,28,22,76,48,58,1,2,268,114,222,56,45,75,243,240,,32,216,31,,309,226,36,179,,,,15,3,48,145,8,3,27,12,1234,54,,107,,303,1889,,,
106090793,090793,EL DORADO,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 4,District 1,South Lake Tahoe,Rural,1965,19,,,,,908,1076,,343,33,177,276,168,181,294,300,212,,384,1458,142,,43,,17,1593,156,138,37,1319,334,20,1,4,16,1,,3,1,285,,1246,,738,,6388,1122,39,447,285,89,2,1601,57,5,107,,7,11,42,119,,,9,10,3,13,,,72,1912,,60,103,628,627,25,541,,159,24,13,67,75,34,1,,112,190,213,46,96,53,306,299,1,28,248,19,,349,296,22,149,1,,,22,2,36,226,8,,30,10,801,32,5,19,5,394,1561,,,
106090933,090933,EL DORADO,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,95667,Non-profit Corporation (incl. Church-related),Small/Rural,100-149,District 4,District 5,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,4630,,,,,,2122,2508,,339,23,267,351,291,398,832,1058,1071,,387,4184,59,24,38,12,30,3989,87,421,29,3685,458,12,121,7,,,,15,7,325,,3686,19,923,2,16697,1797,2102,241,325,165,,2966,160,8,694,,22,117,102,356,,1,134,5,,64,1,,691,3939,,43,182,1457,1737,314,897,,589,97,28,195,115,87,1,2,691,438,618,115,170,290,377,339,2,54,417,4,1,792,325,242,458,,3,,18,11,65,285,22,3,115,222,1706,363,14,124,,35,4457,,,
106094002,094002,EL DORADO,TELECARE EL DORADO COUNTY P.H.F.,935-B SPRING STREET,PLACERVILLE,95667,Investor - Corporation,Small/Rural,1-49,District 4,District 5,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,,,337,,,,209,128,,,13,88,109,71,33,22,,,1,24,307,6,,,,14,285,4,34,,,,333,,3,,,,1,,,,,,337,,4220,,337,,,,,325,1,,,,5,6,,,,,,,,,,,,337,,,29,,,,308,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,1,97,,8,231,,,
106100005,100005,FRESNO,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVENUE,CLOVIS,93611,Non-profit Corporation (incl. Church-related),Small/Rural,300-499,District 12,District 8,Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake,Rural,25751,,,,,,10397,15353,1,4117,164,2613,3561,1878,2417,3522,3944,3535,,9799,15715,237,285,2224,53,1148,21101,124,619,197,21164,51,101,274,16,2,,2,6,30,4105,,15811,20,9920,,121002,15863,3211,2521,4105,1,50,15693,652,393,2246,108,,517,592,4999,,5,513,29,,3,1,,1490,24261,,173,359,8087,9743,39,7350,,2271,855,202,1338,249,564,24,17,2712,1275,2834,385,478,1621,4453,4115,22,353,1733,249,1,1676,4056,1917,2538,7,7,1,150,183,594,1362,174,32,624,414,11698,318,4,259,7,86,25395,,,
106100697,100697,FRESNO,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,93210,Investor - Limited Liability Company,Small/Rural,50-99,District 14,District 27,Coalinga,Rural,333,50,,,,,209,174,,,,31,31,38,60,83,73,65,2,213,170,,,,,,360,23,,,164,,52,9,7,151,,,,,,,245,,138,,16439,3,343,37,,,,193,47,,58,2,28,22,10,13,,,,,6,4,,,23,360,,,43,26,210,,99,5,72,1,1,20,9,13,,,36,70,22,31,30,35,,,,10,15,18,,220,,1,,,,,,,26,6,,,21,1,108,,,9,,1,373,,,
106100717,100717,FRESNO,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,2823 FRESNO STREET,FRESNO,93721,Non-profit Corporation (incl. Church-related),Teaching,500+,District 14,District 31,Fresno West Central,Urban,40831,203,2615,,765,,21499,22915,,4907,988,5196,6407,5276,5927,7092,5287,3334,,23070,21154,190,459,3056,80,4058,35459,79,879,344,31587,213,3670,797,735,2498,5,7,409,13,4480,,26749,1263,16402,,291932,22196,8736,5676,4480,3189,137,26813,938,1072,3679,228,605,2056,1066,6986,,24,599,291,,21,36,,1658,42756,,298,2018,5520,12945,198,23435,,3037,1459,228,2603,3548,1429,82,63,6164,1856,3515,708,1210,1658,5411,4568,68,810,5497,500,,5016,4430,4515,4488,32,74,35,382,188,1208,2476,1224,152,921,379,18636,258,99,2660,5,142,41508,,,
106100797,100797,FRESNO,ADVENTIST HEALTH REEDLEY,372 WEST CYPRESS AVENUE,REEDLEY,93654,Non-profit Corporation (incl. Church-related),Small/Rural,1-49,District 14,District 33,Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,Rural,2515,163,,,,,774,1904,,1095,80,600,461,110,74,90,77,91,,2307,346,25,,13,,14,1212,41,1398,,1367,34,162,19,,13,2,,,,1081,,280,69,2328,1,7124,320,756,520,1081,1,,2352,81,1,62,1,1,10,5,132,,25,6,,,,2,,59,2619,,34,13,327,186,,2116,2,42,10,,32,11,11,,,62,48,45,25,15,54,1126,1095,,63,20,19,,1121,1099,9,6,,,,34,,5,4,1,2,3,1,390,3,28,17,,3,2630,,,
106100899,100899,FRESNO,ST. AGNES MEDICAL CENTER,1303 EAST HERNDON AVENUE,FRESNO,93720,Non-profit Corporation (incl. Church-related),Teaching,300-499,District 12,District 8,Fresno North Central,Urban,28181,,,,,,11653,16527,1,4230,310,3178,3267,2297,2755,4098,4177,3868,1,12355,15586,240,119,2031,30,1767,22744,319,1104,67,22939,355,231,373,50,,,,2,2,4229,,20330,43,7808,,115742,20614,158,3174,4229,,6,19518,319,284,1973,51,1,711,615,3821,,325,510,43,6,4,,,1216,26965,,277,320,4668,10842,83,11991,,2168,795,160,1731,553,549,31,21,3860,1883,2782,526,410,1821,4578,4230,10,473,1541,59,,2194,4269,2532,2955,3,13,1,348,97,484,1152,167,57,588,533,12576,212,1,916,5,111,27148,,,
106104023,104023,FRESNO,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,7173 N. SHARON AVENUE,FRESNO,93720,Investor - Limited Liability Company,Teaching,50-99,District 12,District 8,Fresno Northwest,Urban,1611,,,,2,,790,823,,,,16,36,61,140,329,548,483,,339,1270,4,,89,,46,1425,25,,28,2,10,1584,4,5,1,6,1,,,,,,,1613,,21198,,,1613,,,,727,165,,184,,,17,,515,,,4,,,,,1,3,1609,1,,62,187,1171,29,163,1,5,28,,9,,410,1,,258,5,9,5,157,7,,,2,35,398,284,,14,,38,1,,,,,,,,,,,,1560,,1,,,12,1600,,,
106104047,104047,FRESNO,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO STREET,FRESNO,93710,Investor - Partnership,Teaching,1-49,District 12,District 8,Fresno North Central,Urban,928,,,,,,463,465,,,,,19,77,140,279,329,78,6,270,658,,,16,,29,819,10,54,,927,,1,,,,,,,,,,,,928,,1810,,,928,,,,803,14,52,25,,,1,,33,,,,,,,,,78,850,,,33,199,532,158,,6,,4,,,,2,,,,,,,734,12,,,,,166,10,,1,,,,,,,13,,3,907,3,,,1,,,,,,6,922,,,
106104062,104062,FRESNO,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO STREET,FRESNO,93720,Non-profit Corporation (incl. Church-related),Teaching,150-199,District 12,District 8,Fresno North Central,Urban,9404,,,,,,3613,5791,,1696,44,822,1323,488,594,1126,1558,1752,1,3484,5823,97,57,956,32,559,4240,110,3376,74,7261,106,169,179,29,,,1,,13,1646,,5179,65,4160,,31794,516,6754,486,1646,,2,6273,110,26,738,,1,53,256,1611,,30,263,14,,8,21,,1129,8275,,71,,4881,4031,,409,12,1227,151,72,332,55,188,8,4,1025,523,880,117,199,414,1765,1697,3,176,541,26,1,1614,1616,325,905,5,2,1,298,18,175,403,163,35,270,341,3065,168,3,36,,10,9355,,,
106104089,104089,FRESNO,EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,4411 E. KINGS CANYON ROAD,FRESNO,93702,Investor - Corporation,Teaching,1-49,District 14,District 31,Fresno East Central,Urban,,,277,,,,193,84,,,,74,93,62,25,16,,,7,135,135,7,,21,,54,167,11,24,,,,39,,215,,,,23,,,,,39,238,,5901,,277,,,,,229,1,,9,5,30,2,,,,,,,,1,,,,277,,,46,,,,231,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,4,24,,,249,,,
106105125,105125,FRESNO,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,4411 E KINGS CANYON RD,FRESNO,93702,Investor - Corporation,Teaching,1-49,District 14,District 31,Fresno East Central,Urban,,,510,,,,193,317,,,510,,,,,,,,,275,227,8,,13,,33,165,10,267,22,,,287,,220,,,,,3,,,,233,277,,4212,,510,,,,,484,,,,17,7,,,,,,,,,,2,,,510,,,,136,,,374,,,,,,509,,,,,,,,,,,,,,,1,,510,,,,,,,,,,,,,,,,,,3,,,507,,,
106110889,110889,GLENN,GLENN MEDICAL CENTER,1133 WEST SYCAMORE STREET,WILLOWS,95988,Investor - Limited Liability Company,Small/Rural,1-49,District 1,District 3,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,130,207,,,,,162,175,,,,,12,13,27,66,105,113,1,32,305,,,,,,294,20,23,,128,,152,1,,56,,,,,,,129,2,206,,6861,129,2,206,,,,153,31,1,96,3,1,15,30,,,,,2,4,1,,,32,305,,,,22,281,,28,6,24,1,2,16,2,9,,,19,60,17,15,58,35,,,,23,15,41,,181,,1,,,,,,,3,3,,,,,149,,,11,,,326,,,
106121002,121002,HUMBOLDT,MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,95521,Investor - Corporation,Small/Rural,50-99,District 2,District 2,Arcata/Eureka,Rural,1215,,,,,,456,759,,277,16,126,197,87,71,141,165,135,,150,994,71,147,25,,20,889,6,93,35,934,,,1,,1,,,7,3,269,,872,,341,2,4340,604,1,341,269,,,1019,40,7,59,10,2,34,33,2,,1,3,1,,2,,2,94,1121,,11,45,277,371,,499,12,115,25,8,47,19,13,,1,90,80,128,18,21,28,274,272,,10,65,1,,43,267,16,94,,,,18,,17,73,,4,5,,667,11,1,41,,9,1164,,,
106121031,121031,HUMBOLDT,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,95542,District,Small/Rural,1-49,District 2,District 2,Garberville/Redway,Frontier,23,51,,,,,27,47,,,,,,,,20,15,31,8,,69,5,,,,,68,6,,,35,3,26,,6,4,,,,,,,31,,43,,3181,37,,37,,,,36,7,,17,,,,14,,,,,,,,,,36,38,,,,,44,,28,2,3,2,,4,1,3,,,9,9,3,5,5,6,,,,8,14,2,,,,,,,,,,,,,,,,,74,,,2,,,72,,,
106121051,121051,HUMBOLDT,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,95540,Investor - Limited Liability Company,Small/Rural,1-49,District 2,District 2,Ferndale/Fortuna/Rio Dell/Scotia,Rural,714,134,,,,,431,417,,,,,46,50,84,161,228,263,16,36,796,16,24,,,,759,23,42,,637,3,64,36,4,104,,,,,,,652,19,177,,3922,654,50,144,,,,415,75,4,183,2,,15,32,99,,,21,1,,1,,,261,587,,,23,72,581,,167,5,202,16,6,40,32,28,,,95,81,144,30,15,34,,,,32,59,34,,101,,32,117,,,,,1,16,9,2,1,5,5,533,26,,25,,8,815,,,
106121080,121080,HUMBOLDT,PROVIDENCE ST. JOSEPH HOSPITAL,2700 DOLBEER STREET,EUREKA,95501,Investor - Limited Liability Company,Small/Rural,100-149,District 2,District 2,Arcata/Eureka,Rural,7652,,,,218,,3770,4097,3,819,71,559,809,561,707,1406,1690,1248,,549,6796,525,365,141,49,115,6031,451,579,139,6140,204,439,112,38,186,,1,6,,744,,5191,161,2518,,37435,5048,693,1203,744,171,11,5192,251,190,717,53,12,227,260,740,,12,187,19,9,1,,,1074,6796,,58,315,1265,3780,21,2431,,1163,197,54,280,219,149,2,5,1241,469,741,158,203,344,822,775,3,77,889,77,2,1569,743,764,776,1,6,,69,17,202,544,98,9,163,155,2630,124,2,434,4,81,7349,,,
106124004,124004,HUMBOLDT,SEMPERVIRENS P.H.F.,720 WOOD STREET,EUREKA,95501,City or County,Small/Rural,1-49,District 2,District 2,Arcata/Eureka,Rural,,,274,,,,146,128,,,25,64,64,58,30,28,,,5,24,221,29,35,,,,189,39,11,,2,2,265,2,,,,,3,,,,,264,10,,5911,272,2,,,,,192,11,1,1,57,3,7,,1,,,,,,1,,,,274,,33,,20,72,,148,1,,,,,273,1,,,,,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,54,,5,215,,,
106130699,130699,IMPERIAL,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,92243,City or County,Small/Rural,150-199,District 18,District 36,El Centro/Heber/Holtville/Imperial/Seeley,Rural,3113,,,,,,1684,1429,,,17,88,175,243,369,729,735,757,,2582,513,18,,19,,57,1469,13,1543,12,3026,75,4,3,1,2,,,1,1,,,3011,,102,,16591,1187,1824,102,,,,1451,176,16,425,30,55,129,157,586,,,88,,,,,,213,2900,,13,67,262,1923,,848,,642,82,40,214,48,101,1,2,478,292,537,71,36,416,,,2,29,111,6,5,112,1,234,379,1,1,,23,14,58,61,30,1,63,110,1993,32,5,134,9,41,2924,,,
106130760,130760,IMPERIAL,PIONEERS MEMORIAL HOSPITAL,207 WEST LEGION ROAD,BRAWLEY,92227,District,Small/Rural,100-149,District 18,District 36,Brawley/Westmorland,Rural,7782,86,,,,,2858,5010,,2387,167,1212,1202,406,448,735,680,630,1,6843,860,165,27,33,,70,7463,105,147,23,5596,,86,16,6,,,,11,8,2145,,3951,,3917,,31173,2679,1940,1104,2145,,,6702,310,7,184,2,59,150,73,275,,36,48,2,,4,16,,188,7680,,945,41,1426,1814,11,3631,,686,33,17,225,22,131,3,10,453,415,519,83,81,413,2257,2184,1,71,244,19,1,498,2136,165,351,,1,,67,4,71,162,40,4,72,136,4130,31,1,73,542,77,7175,,,
106141273,141273,INYO,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,93514,District,Small/Rural,1-49,District 4,District 8,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,1079,3,,,,,426,656,,255,20,99,143,58,76,112,154,165,,216,769,97,140,,,,739,86,84,33,703,136,9,,1,,,,1,,232,,570,,512,,2934,159,411,280,232,,,878,54,5,91,,1,8,22,19,,,3,1,,,,,166,916,,21,13,366,371,,304,7,129,10,1,31,21,19,1,,67,88,79,14,28,32,234,242,,16,65,5,,209,204,3,49,,,,8,,11,60,,16,1,8,511,2,,8,,67,1007,,,
